t,g,R,Q,P,Sn,SnPrime,anomaly
2605,512.203074985639,13.4898152578667,0.252023758874364,3.49051216788978e-07,512.203074985639,2.58777571262038,1
2606,527.94284474567,15.7397697600313,0.11548828371379,1.68594255974811e-08,527.94284474567,2.72857495087233,1
2607,533.347081128116,5.40423638244577,0.246842777085118,0.00111017229221539,533.347081128116,2.75353149866381,1
2608,540.75157406522,7.40449293710398,0.260055260073984,0.000158246902766427,540.75157406522,2.81187656472651,1
2609,545.881259004901,5.12968493968138,0.192956944275207,0.00114200117220102,545.881259004901,2.84276980572988,1
2610,553.18881543942,7.30755643451914,0.262096293434624,0.000175723337619829,553.18881543942,2.90585585549572,1
2611,563.573612270571,10.3847968311504,0.237935726373558,7.35190179796168e-06,563.573612270571,2.98224632911352,1
2612,570.363390661014,6.78977839044371,0.276655660967284,0.000311297958745927,570.363390661014,3.02837577242559,1
2613,574.993689241593,4.63029858057827,0.215039427366445,0.00209703158507725,574.993689241593,3.05245901778511,1
2614,582.921083530398,7.92739428880553,0.272260603808144,9.82112430372769e-05,582.921083530398,3.11353659405421,1
2615,590.822295806905,7.90121227650655,0.274632949855688,0.000101695034898135,590.822295806905,3.17333160938501,1
2616,606.596646156947,15.7743503500421,0.16686936956539,2.35322423590365e-08,606.596646156947,3.31082330373186,1
2617,613.620958987743,7.02431283079646,0.275516902327926,0.000245204222943636,613.620958987743,3.36692619205641,1
2618,623.711703304494,10.090744316751,0.254384703707517,1.05471814696478e-05,623.711703304494,3.45653323042922,1
2619,631.290171586011,7.57846828151644,0.274313595836308,0.000140268572482421,631.290171586011,3.50335940054268,1
2620,643.712061087967,12.4218895019564,0.136166761448494,5.4867230981071e-07,643.712061087967,3.60980509388505,1
2621,651.730215474151,8.01815438618346,0.264084691035205,8.69967484549963e-05,651.730215474151,3.663484291141,1
2622,658.441056279077,6.71084080492599,0.265604490115517,0.000323410623841189,658.441056279077,3.71130264823776,1
2623,665.502637417138,7.06158113806159,0.262314090937639,0.000224913694145572,665.502637417138,3.77669932687236,1
2624,672.548071407251,7.04543399011235,0.264857871987559,0.000230791484611559,672.548071407251,3.81361539840467,1
2625,676.387813843114,3.83974243586381,0.151525766004562,0.00325767335978976,676.387813843114,3.82328674461711,1
2626,686.643224877309,10.2554110341946,0.234685935652606,8.25312916419004e-06,686.643224877309,3.91177589518024,1
2627,690.353393375379,3.71016849806978,0.179156703994317,0.00438457353686969,690.353393375379,3.94263888793734,1
2628,707.326152814211,16.9727594388322,0.108332576795126,4.60875165349777e-09,707.326152814211,4.07856155891921,1
2629,715.68413518802,8.35798237380938,0.270335346636582,6.33982410949583e-05,715.68413518802,4.1370501638359,1
2630,730.894021553138,15.2098863651181,0.201004048573929,4.98465478302426e-08,730.894021553138,4.26927936626751,1
2631,735.504881857296,4.61086030415781,0.208489960923661,0.00207306997202264,735.504881857296,4.30048184008307,1
2632,742.732903269142,7.22802141184549,0.255979646291975,0.000185829911637458,742.732903269142,4.34057197796587,1
2633,750.137203754631,7.40430048548884,0.269910895656618,0.000164275793311164,750.137203754631,4.39022244082519,1
2634,757.162367718,7.02516396336984,0.268874573308933,0.00023908910727894,757.162367718,4.4453584486171,1
2635,763.103155320176,5.94078760217547,0.260154505538604,0.000684195286461451,763.103155320176,4.48770547985898,1
2636,778.824506110817,15.7213507906407,0.152246674286367,2.2638722609634e-08,778.824506110817,4.61833530051063,1
2637,785.902073404461,7.07756729364431,0.275124828803077,0.000232156776201485,785.902073404461,4.66767949130885,1
2638,796.536766460561,10.6346930561,0.230803488772545,5.55461366490204e-06,796.536766460561,4.76368220889083,1
2639,806.532332894621,9.9955664340605,0.27256732519928,1.24295225472429e-05,806.532332894621,4.8375794509448,1
2640,818.985085096259,12.4527522016379,0.172029502470991,6.72111563881814e-07,818.985085096259,4.93225532253563,1
2641,827.980149632479,8.99506453621946,0.275849522565015,3.42109665389506e-05,827.980149632479,4.99784317851362,1
2642,837.464331543249,9.48418191076987,0.245495398296079,1.86687606052978e-05,837.464331543249,5.07016768436561,1
2643,846.735494225045,9.27116268179646,0.275082517542193,2.5885001637952e-05,846.735494225045,5.13825454443176,1
2644,854.625857376857,7.89036315181169,0.266555344165617,9.97806243451709e-05,854.625857376857,5.19491425236256,1
2645,865.755729132425,11.1298717555683,0.262354835228781,3.84810740311969e-06,865.755729132425,5.2865270096323,1
2646,873.015667992323,7.25993885989743,0.271961065204772,0.000191229701763743,873.015667992323,5.35081128547987,1
2647,879.001669060663,5.98600106834029,0.239255829846397,0.000601416440875548,879.001669060663,5.39957724722004,1
2648,885.369449678196,6.36778061753366,0.254895960390806,0.000437392134150281,885.369449678196,5.43439462079,1
2649,889.392891774736,4.02344209653966,0.17774511343202,0.00318008676345557,889.392891774736,5.44170355499427,1
2650,895.797163651133,6.4042718763974,0.264259591695988,0.000437210741341466,895.797163651133,5.48131227881521,1
2651,910.671253881712,14.8740902305784,0.141414566633349,4.90635350927227e-08,910.671253881712,5.60338339897647,1
2652,925.432509019347,14.7612551376355,0.196707940474508,7.63994512351747e-08,925.432509019347,5.72160214345866,1
2653,937.422004711628,11.9894956922805,0.236909407649397,1.47099259638397e-06,937.422004711628,5.82031644323904,1
2654,946.530609867686,9.10860515605809,0.268021250632087,2.96723724900086e-05,946.530609867686,5.8881802788232,1
2655,960.856089832111,14.3254799644256,0.120114371419757,7.21303556784503e-08,960.856089832111,5.99934896711447,1
2656,959.907404989841,-0.948684842270929,0.0237792575057315,0.0614054448505862,959.907404989841,5.97572059328651,1
2657,966.54204629448,6.63464130463902,0.265762203666357,0.000349224824864246,966.54204629448,6.00899830688828,1
2658,981.074408721509,14.5323624270299,0.23645129046324,1.15456098445599e-07,981.074408721509,6.13696885509521,1
2659,986.429581096999,5.35517237548957,0.194047924669183,0.000916615485492147,986.429581096999,6.16520533550164,1
2660,995.26470999667,8.83512889967158,0.273799883806571,3.98460734762836e-05,995.26470999667,6.23044317304156,1
2661,1003.67752568235,8.41281568568368,0.272156646698575,6.04198323253798e-05,1003.67752568235,6.29458110378298,1
2662,1010.85046381176,7.17293812940381,0.270792246762682,0.000207715438595505,1010.85046381176,6.32877485796936,1
2663,1018.25428536632,7.40382155456088,0.26749396333154,0.000162882767380057,1018.25428536632,6.3733386980771,1
2664,1028.00659547486,9.7523101085382,0.274946247810357,1.59909156080421e-05,1028.00659547486,6.44478913884694,1
2665,1038.7365431052,10.7299476303447,0.276019682704542,6.03924996320551e-06,1038.7365431052,6.53201336776928,1
2666,1044.08831080564,5.35176770043579,0.233929923188096,0.00110877288691397,1044.08831080564,6.55437402495095,1
2667,1052.12636233642,8.0380515307785,0.265436785125166,8.57195107522293e-05,1052.12636233642,6.61915079985089,1
2668,1060.95340326946,8.82704093304177,0.271498455725457,3.98320074893168e-05,1060.95340326946,6.69961929428215,1
2669,1066.70652547826,5.75312220880261,0.223118285744713,0.000707922858162767,1066.70652547826,6.72621894623267,1
2670,1070.32472160575,3.61819612748936,0.157433604341832,0.00422410617477061,1070.32472160575,6.74344782445208,1
2671,1077.96763778477,7.64291617901869,0.279936494537434,0.000134209481249201,1077.96763778477,6.79872681224096,1
2672,1092.53652261085,14.5688848260768,0.104789687674286,4.93324016220568e-08,1092.53652261085,6.91598884740284,1
2673,1099.93533975051,7.39881713966691,0.276446309610169,0.000169178566361486,1099.93533975051,6.97556649449275,1
2674,1103.69467164134,3.75933189082378,0.129051957938281,0.0030068204969447,1103.69467164134,6.99116577689076,1
2675,1121.88270585869,18.1880342173572,0.0732248823129447,9.24050667508268e-10,1121.88270585869,7.14216683330163,1
2676,1127.69698019684,5.81427433814781,0.254500139721438,0.000759592667533271,1127.69698019684,7.17884947747124,1
2677,1139.23836412865,11.5413839318088,0.254480098232442,2.47340063888124e-06,1139.23836412865,7.28269171523991,1
2678,1148.20135452534,8.96299039668834,0.26425714834432,3.38414897841463e-05,1148.20135452534,7.33863490963253,1
2679,1157.70285027725,9.50149575191569,0.27179020192768,2.03135871380963e-05,1157.70285027725,7.41440101125988,1
2680,1167.68408682191,9.98123654465734,0.256790570247092,1.1879088498136e-05,1167.68408682191,7.4777099737487,1
2681,1175.69413604686,8.01004922494849,0.272388579163385,9.04625271862319e-05,1175.69413604686,7.54098772702057,1
2682,1183.51058697733,7.81645093047459,0.261730518168868,0.000105490380254181,1183.51058697733,7.58772031402079,1
2683,1187.37463443488,3.8640474575438,0.175950202236816,0.00369194550272332,1187.37463443488,7.61473228171913,1
2684,1197.08257648465,9.70794204977216,0.274768587577009,1.67055746132411e-05,1197.08257648465,7.68290398089162,1
2685,1210.10528382446,13.0227073398055,0.216244497562685,4.77809882897588e-07,1210.10528382446,7.80650811505178,1
2686,1225.39881165191,15.2935278274509,0.162477286632455,3.70593598713747e-08,1225.39881165191,7.93564502833088,1
2687,1234.70016709897,9.30135544706803,0.280010299796718,2.55650508964665e-05,1234.70016709897,8.01077225852888,1
2688,1251.2712963992,16.5711293002225,0.110727132715616,7.03888775779856e-09,1251.2712963992,8.13717484747642,1
2689,1260.07958329826,8.80828689906333,0.279391179008154,4.17659433500494e-05,1260.07958329826,8.21759149170789,1
2690,1269.32613123808,9.24654793981967,0.250476895181089,2.41569958318619e-05,1269.32613123808,8.28224890634496,1
2691,1274.95351431106,5.6273830729786,0.256001149178499,0.000921086673121766,1274.95351431106,8.29967729929134,1
2692,1279.47654335449,4.52302904343131,0.199943763512189,0.00217060754091344,1279.47654335449,8.32408737788126,1
2693,1284.79972541739,5.32318206289921,0.216966121120642,0.00105818920969199,1284.79972541739,8.34876271070634,1
2694,1298.0101639799,13.2104385625098,0.172008374260318,3.1501339402713e-07,1298.0101639799,8.45430929877729,1
2695,1311.7382413083,13.7280773284047,0.130681214553178,1.42621477515282e-07,1311.7382413083,8.55725938715184,1
2696,1318.27521737993,6.53697607162534,0.254148550962855,0.000368226467509987,1318.27521737993,8.58748499450933,1
2697,1328.85497725943,10.5797598794961,0.241654585123018,6.14417680218416e-06,1328.85497725943,8.6768822153168,1
2698,1342.81794857983,13.962971320405,0.167017240972497,1.44118558536777e-07,1342.81794857983,8.79362363632003,1
2699,1349.50863709429,6.69068851446079,0.256364582374987,0.000318514291654926,1349.50863709429,8.83900512598406,1
2700,1356.87827359682,7.36963650253307,0.2763527507498,0.000174129087883266,1356.87827359682,8.88070745387674,1
2701,1368.36219324181,11.4839196449896,0.244765876456942,2.51969479566253e-06,1368.36219324181,8.97463271339546,1
2702,1375.41719843711,7.05500519530079,0.24791235570175,0.000213967762886228,1375.41719843711,8.94248409299983,1
2703,1384.11613049841,8.69893206129603,0.273285517759966,4.55741340095848e-05,1384.11613049841,8.93883468553172,1
2704,1391.936036381,7.81990588259199,0.277696910629992,0.000111539597880356,1391.936036381,8.93222776653231,1
2705,1399.23520631876,7.29916993775998,0.279071386226002,0.000188680093681346,1399.23520631876,8.87032131333124,1
2706,1409.36784874001,10.1326424212439,0.243071523699677,9.6645890657207e-06,1409.36784874001,8.81425003994336,1
2707,1415.10965718219,5.741808442181,0.240516322596288,0.000771807212013559,1415.10965718219,8.81762576054071,1
2708,1424.96688929717,9.85723211498429,0.247133863042831,1.29416825731916e-05,1424.96688929717,8.84215315231952,1
2709,1443.93323562551,18.9663463283406,0.044935320915659,2.60380403327994e-10,1443.93323562551,8.98051976620611,1
2710,1453.28095217741,9.34771655190267,0.248930975846529,2.1697876089146e-05,1453.28095217741,9.00092136737995,1
2711,1457.28797697243,4.00702479501459,0.156693090294387,0.00284984400659127,1457.28797697243,8.93714364701859,1
2712,1464.65189425011,7.36391727767773,0.277973264312315,0.000176154762111324,1464.65189425011,8.94288503589093,1
2713,1476.38578921359,11.7338949634845,0.169168545686595,1.35629381691943e-06,1476.38578921359,9.01392099971999,1
2714,1485.19203456691,8.8062453533191,0.26988599519904,4.04274720653948e-05,1485.19203456691,9.02270951036513,1
2715,1493.7616784119,8.5696438449862,0.269021467452999,5.10549556875489e-05,1493.7616784119,9.02939382604992,1
2716,1505.02053358109,11.2588551691888,0.261487822877086,3.37126426145146e-06,1505.02053358109,8.98423887424139,1
2717,1512.00136061236,6.9808270312763,0.277334608202374,0.000257791984149903,1512.00136061236,8.98380401624618,1
2718,1519.00617050859,7.00480989623005,0.261025007990423,0.00023688187556325,1519.00617050859,8.95294467204097,1
2719,1519.69978061261,0.693610104017972,0.0415221577965106,0.0207514703320063,1519.69978061261,8.88409609026599,1
2720,1529.95111437563,10.2513337630186,0.21702620263558,7.66327633045406e-06,1529.95111437563,8.86239053287661,1
2721,1537.03467091972,7.0835565440951,0.269797736262976,0.000226302203167879,1537.03467091972,8.85304455445573,1
2722,1541.60848051937,4.57380959964707,0.157759590319666,0.00162785418130495,1541.60848051937,8.83167424240294,1
2723,1551.9418756925,10.3333951731323,0.230350510018135,7.4929472490762e-06,1551.9418756925,8.86439238275365,1
2724,1558.90918698779,6.96731129529143,0.264887024269141,0.000249571986160495,1558.90918698779,8.86361115580544,1
2725,1565.17046886877,6.2612818809737,0.263205112201891,0.000502405227688322,1565.17046886877,8.88782655025654,1
2726,1576.41179948109,11.2413306123193,0.247331405189557,3.24512485457543e-06,1576.41179948109,8.89768574603779,1
2727,1583.4738995237,7.06210004260998,0.270986060667746,0.000232228690085724,1583.4738995237,8.93120506148319,1
2728,1590.91420202737,7.44030250367082,0.276673967146576,0.000162437380114799,1590.91420202737,8.83588049213157,1
2729,1595.00858325114,4.09438122376734,0.158232715205532,0.00263711523760036,1595.00858325114,8.79324448063115,1
2730,1610.6573095192,15.6487262680673,0.125476330316075,2.00634836229154e-08,1610.6573095192,8.79763287966064,1
2731,1622.20058329676,11.5432737775545,0.264457198216162,2.56551930993077e-06,1622.20058329676,8.86695701439461,1
2732,1629.17131427152,6.97073097475869,0.240861749805722,0.000226161064643682,1629.17131427152,8.86438411002374,1
2733,1646.4567200165,17.2854057449854,0.132750201110343,4.13122506152595e-09,1646.4567200165,8.96319516261871,1
2734,1656.10749268961,9.65077267310398,0.260991919092987,1.68015652446224e-05,1656.10749268961,8.98945124971605,1
2735,1663.99381357852,7.88632088891531,0.27654445260357,0.000103939184847179,1663.99381357852,9.00890658258345,1
2736,1673.7906058444,9.79679226588338,0.255143741904029,1.41935848752888e-05,1673.7906058444,8.94966099733588,1
2737,1681.88356495251,8.09295910810771,0.273341026226894,8.35559415987787e-05,1681.88356495251,8.95981491548051,1
2738,1690.98035054461,9.09678559209673,0.277963775478412,3.1138982412664e-05,1690.98035054461,8.94443584084048,1
2739,1705.70136421696,14.7210136723473,0.172284979481777,6.96614338871913e-08,1705.70136421696,8.99169031322334,1
2740,1716.63606657279,10.9347023558364,0.214131814528707,3.81768685659858e-06,1716.63606657279,8.97650981476533,1
2741,1726.14137986761,9.50531329481595,0.247836919350415,1.84527411407267e-05,1726.14137986761,8.98161230235129,1
2742,1733.9830179275,7.84163805988764,0.272707182496277,0.000107180662694489,1733.9830179275,8.96518686384247,1
2743,1737.62805762413,3.64503969663779,0.158904004716575,0.00415063186523047,1737.62805762413,8.90892563399088,1
2744,1746.71870371761,9.09064609347154,0.276226753533249,3.11349594115513e-05,1746.71870371761,8.92092846340748,1
2745,1762.91358347512,16.1948797575173,0.141514524814563,1.31055153557791e-08,1762.91358347512,8.97157854342697,1
2746,1770.23644984767,7.32286637254952,0.244076637214827,0.00016115573077242,1770.23644984767,8.97220781855349,1
2747,1779.57429131059,9.3378414629146,0.269758323546564,2.37466217023359e-05,1779.57429131059,9.00572622249924,1
2748,1788.86633965586,9.29204834527801,0.24234781451213,2.23333455571024e-05,1788.86633965586,9.03496889977668,1
2749,1796.25184609322,7.38550643735768,0.255274151999958,0.000158315031024028,1796.25184609322,9.06858954318486,1
2750,1804.54102430863,8.28917821540462,0.275672626630639,6.92547053383328e-05,1804.54102430863,9.08743860657494,1
2751,1810.84571744045,6.30469313182089,0.253365277484373,0.000463077477989691,1810.84571744045,9.00174463558736,1
2752,1814.55222885918,3.70651141873254,0.174154453537055,0.00427776702683666,1814.55222885918,8.89119719839833,1
2753,1824.76605009984,10.213821240657,0.235731906525783,8.64195826631508e-06,1824.76605009984,8.8734404538821,1
2754,1833.16166603806,8.395615938218,0.270019823268646,6.09854137410688e-05,1833.16166603806,8.8663105617037,1
2755,1840.7245429928,7.56287695474092,0.267245340812059,0.000138801581232958,1840.7245429928,8.79868453160685,1
2756,1850.54168493393,9.8171419411309,0.277634600710745,1.51336266908078e-05,1850.54168493393,8.90634279944087,1
2757,1859.48886323584,8.94717830191739,0.278609197295817,3.62481030549689e-05,1859.48886323584,8.92946816941365,1
2758,1865.68949183411,6.20062859826349,0.246346833146606,0.000499629645283281,1865.68949183411,8.84615083112599,1
2759,1869.14239415698,3.45290232287515,0.14538317056857,0.0046019056515285,1869.14239415698,8.82712813059984,1
2760,1874.23597235198,5.0935781949955,0.227093167440182,0.00139344927695866,1874.23597235198,8.78971262355308,1
2761,1885.03837125966,10.802398907686,0.254733845100719,5.18399309295038e-06,1885.03837125966,8.8136084557731,1
2762,1891.56662468288,6.52825342321429,0.240250794538434,0.000351140072476567,1891.56662468288,8.80716160871121,1
2763,1892.30699269911,0.740368016226909,0.0491065378306361,0.0234207917244518,1892.30699269911,8.74052707332787,1
2764,1903.47323425266,11.1662415535579,0.257451040704357,3.64130922531094e-06,1903.47323425266,8.75466638777807,1
2765,1911.11862159199,7.6453873393231,0.278120599548996,0.000133009794798032,1911.11862159199,8.72382078486785,1
2766,1912.8733888922,1.754767300218,0.0869234697161008,0.0150331952533107,1912.8733888922,8.68785078086567,1
2767,1914.8604884754,1.98709958319857,0.0843209668470499,0.0115597700124685,1914.8604884754,8.62734126138987,1
2768,1922.38385139555,7.52336292014894,0.272556076701836,0.000147265449587702,1922.38385139555,8.61430448126094,1
2769,1931.80998939696,9.42613800141239,0.273046445112212,2.2004768654676e-05,1931.80998939696,8.65103463918704,1
2770,1938.62826856846,6.8182791714907,0.238386427821253,0.000260699684512159,1938.62826856846,8.68303546962706,1
2771,1939.41982691553,0.791558347076661,0.058344346133139,0.0264380460565324,1939.41982691553,8.61452189130764,1
2772,1945.77573250392,6.35590558838771,0.252828080322247,0.00043902634555252,1945.77573250392,8.53239209893075,1
2773,1958.49599386034,12.720261356418,0.159225394846578,4.76072416232978e-07,1958.49599386034,8.58560654109826,1
2774,1967.80057879958,9.30458493924371,0.266055592454381,2.42126596127199e-05,1967.80057879958,8.64105907158246,1
2775,1973.76321758813,5.96263878854786,0.238873925518562,0.000614649628001918,1973.76321758813,8.51880511729436,1
2776,1982.73876771501,8.97555012687772,0.277206726287445,3.50567677831458e-05,1982.73876771501,8.55041787518166,1
2777,1989.36538303905,6.62661532403867,0.265390356846215,0.000351546411790046,1989.36538303905,8.50127018910396,1
2778,1994.80269417143,5.4373111323821,0.220253798789744,0.000958361119969826,1994.80269417143,8.4660133964609,1
2779,2002.65820347578,7.85550930435229,0.277166773365565,0.000107432782137751,2002.65820347578,8.44955353198527,1
2780,2016.37299524946,13.7147917736768,0.172617515483063,1.90909031169459e-07,2016.37299524946,8.48688908427546,1
2781,2016.88951277375,0.516517524294697,0.0604045724232877,0.0360370393423779,2016.88951277375,8.41195376726892,1
2782,2028.24802357209,11.3585107983368,0.221604808314021,2.5860720291233e-06,2028.24802357209,8.44737436594755,1
2783,2035.21792518774,6.96990161564623,0.262123169011956,0.00024632903117947,2035.21792518774,8.47843290752857,1
2784,2042.39166275268,7.17373756494927,0.252137402072205,0.000193251393685814,2042.39166275268,8.45309086268034,1
2785,2045.78810978203,3.39644702934903,0.121777993693436,0.00407859527525079,2045.78810978203,8.35682825957578,1
2786,2053.88884807353,8.10073829149518,0.270519110988023,8.20525367252734e-05,2053.88884807353,8.28490036421622,1
2787,2060.42770675378,6.53885868025409,0.272313506322873,0.000393802926679147,2060.42770675378,8.25727539654808,1
2788,2069.56846581942,9.14075906564059,0.271836087821155,2.914243850571e-05,2069.56846581942,8.18297169420226,1
2789,2074.24831919646,4.67985337703692,0.214837017078695,0.00199376797566681,2074.24831919646,8.141687358982,1
2790,2083.60176070413,9.35344150767154,0.26597019712463,2.30507436853894e-05,2083.60176070413,8.14275629466051,1
2791,2091.90808965755,8.30632895341641,0.27215447228054,6.72082591138085e-05,2091.90808965755,8.1695457534649,1
2792,2097.79027324021,5.88218358265713,0.231897714129531,0.00064669067138528,2097.79027324021,8.18313729885715,1
2793,2110.81926411953,13.0289908793292,0.212333394478658,4.66229188253271e-07,2110.81926411953,8.26019538702145,1
2794,2118.62811739109,7.80885327155616,0.271860754047203,0.000110409039386188,2118.62811739109,8.20617953411192,1
2795,2129.98956290532,11.3614455142256,0.24915870827255,2.8990985411789e-06,2129.98956290532,8.18251321597013,1
2796,2139.21534588454,9.22578297922789,0.278115497369294,2.73853660602962e-05,2139.21534588454,8.20940128504615,1
2797,2149.24153421112,10.0261883265735,0.242748297611893,1.0735886911854e-05,2149.24153421112,8.20386556951692,1
2798,2153.82842727548,4.58689306435873,0.169925165997103,0.00173059464651404,2153.82842727548,8.11010478695646,1
2799,2163.7494872674,9.92105999192526,0.273273610807773,1.34256736476023e-05,2163.7494872674,8.1424085017311,1
2800,2170.71085473925,6.96136747184421,0.271471441141914,0.000257300522969787,2170.71085473925,8.13832581142422,1
2801,2179.37928350975,8.66842877050899,0.256506739471684,4.41009554381465e-05,2179.37928350975,8.11017090267941,1
2802,2186.54691265852,7.16762914876104,0.280931563930428,0.000216640051005192,2186.54691265852,8.11129714221401,1
2803,2193.0003587242,6.45344606568498,0.233282522819427,0.00036743979298311,2193.0003587242,8.0888422822579,1
2804,2200.97385142998,7.97349270578319,0.280527280015265,9.66342804538008e-05,2200.97385142998,8.09037815048981,1
2805,2213.77713560359,12.8032841736073,0.211251436796908,5.81304927857541e-07,2213.77713560359,8.14541929284829,1
2806,2224.46337613174,10.6862405281461,0.223055860979881,5.09845212414918e-06,2224.46337613174,8.15095527391731,1
2807,2231.41869986613,6.95532373439485,0.272022446512681,0.000259385696958943,2231.41869986613,8.16309042683945,1
2808,2241.90084500389,10.4821451377582,0.225954168477106,6.33406573120507e-06,2241.90084500389,8.16933955706719,1
2809,2252.29193008218,10.3910850782932,0.230912390761581,7.0901647590274e-06,2252.29193008218,8.08358694456672,1
2810,2262.77988332127,10.4879532390836,0.281027098854928,7.83227597760341e-06,2262.77988332127,8.09498931143853,1
2811,2265.96051877769,3.18063545642285,0.139162784211557,0.00578349922024807,2265.96051877769,8.08672541805261,1
2812,2279.63754902182,13.6770302441336,0.114482458707601,1.31486203008851e-07,2279.63754902182,8.14985654771717,1
2813,2285.34618819985,5.70863917802632,0.254448505411979,0.000844052401855341,2285.34618819985,8.08960398986259,1
2814,2294.99343858405,9.64725038419748,0.240180433289125,1.5516366049352e-05,2294.99343858405,8.09801404017137,1
2815,2300.32183712945,5.32839854540334,0.206031340803416,0.00099962982017002,2300.32183712945,8.06560158717554,1
2816,2308.25198730299,7.93015017354038,0.280080340661061,0.000100753969382338,2308.25198730299,8.03231453721905,1
2817,2316.67013653601,8.41814923301499,0.261733235807748,5.7796709621078e-05,2316.67013653601,8.04668775923644,1
2818,2324.89843959424,8.22830305823852,0.278717552075504,7.44145235379761e-05,2324.89843959424,8.05892269085652,1
2819,2336.29627597636,11.3978363821174,0.238385491324137,2.67462175851496e-06,2336.29627597636,8.16596495363752,1
2820,2342.10962828726,5.81335231089613,0.244142263297899,0.000729350250345343,2342.10962828726,8.1215851391163,1
2821,2354.83519363864,12.7255653513862,0.234592416109108,6.97703910221113e-07,2354.83519363864,8.17800522718921,1
2822,2361.09975494422,6.2645613055724,0.266164025049097,0.00050638979960794,2361.09975494422,8.19491274424846,1
2823,2367.14090145643,6.04114651220913,0.241225022968223,0.000573833319437338,2367.14090145643,8.15199025763923,1
2824,2373.2578367368,6.11693528036977,0.230374504349029,0.000508022766796954,2373.2578367368,8.14348649749002,1
2825,2380.16547204518,6.90763530838469,0.277033410397048,0.00027706664825455,2380.16547204518,8.14995003176413,1
2826,2390.2108145984,10.0453425532211,0.272526107267867,1.1824186555305e-05,2390.2108145984,8.13799015117314,1
2827,2399.18676370318,8.97594910477614,0.283226888340038,3.5803815868143e-05,2399.18676370318,8.1571286417948,1
2828,2405.87760543813,6.69084173495255,0.241813102544971,0.000300389110211672,2405.87760543813,8.14963403410762,1
2829,2419.519594062,13.6419886238653,0.229655593239647,2.73172291377667e-07,2419.519594062,8.2451101081086,1
2830,2429.75626138097,10.2366673189737,0.236474542471071,8.47337182120632e-06,2429.75626138097,8.19098951861767,1
2831,2434.96440238619,5.20814100521641,0.222236211677936,0.00121604018218584,2434.96440238619,8.12763819089429,1
2832,2445.57677193517,10.6123695489812,0.228106843503861,5.61364286614237e-06,2445.57677193517,8.16405457663651,1
2833,2456.59066321989,11.0138912847248,0.283540662058197,4.67028237651924e-06,2456.59066321989,8.1013394320339,1
2834,2462.81761110038,6.22694788048526,0.220695247029313,0.000435977299069308,2462.81761110038,8.06710118410771,1
2835,2479.8425214967,17.0249103963214,0.0796861830507751,3.21779509029301e-09,2479.8425214967,8.15848707918177,1
2836,2488.33224091793,8.48971942122879,0.284233092023494,5.84300613095518e-05,2488.33224091793,8.14541635073523,1
2837,2495.52802429217,7.19578337424218,0.284869660530653,0.000213578329637053,2495.52802429217,8.13644459339658,1
2838,2508.90881394811,13.3807896559385,0.172300005930953,2.66122859503566e-07,2508.90881394811,8.17928463403499,1
2839,2515.63692288017,6.72810893206292,0.241714277608448,0.000289282206431291,2515.63692288017,8.09935558663215,1
2840,2522.19494014648,6.5580172663066,0.27894859341609,0.000395743203356916,2522.19494014648,8.05558873573685,1
2841,2528.29857523938,6.10363509290064,0.264095809285936,0.000590182692546415,2528.29857523938,8.0215719537177,1
2842,2530.84201714601,2.54344190663455,0.107463129155496,0.0084461093002979,2530.84201714601,7.96858999218517,1
2843,2538.12098073459,7.27896358857898,0.282248945863078,0.000194723608082774,2538.12098073459,8.00492923110458,1
2844,2545.96625071612,7.84526998152462,0.284743994938163,0.000111505711150708,2545.96625071612,7.99247546998511,1
2845,2553.29865838587,7.33240766975377,0.262368654851729,0.000171588334430256,2553.29865838587,7.90385074910747,1
2846,2557.77336130439,4.47470291851801,0.222977044024774,0.00254051268728529,2557.77336130439,7.87536911456716,1
2847,2564.61101637116,6.83765506677234,0.286093995471717,0.000306868901221019,2564.61101637116,7.85036725060573,1
2848,2572.75739713899,8.14638076782897,0.283688104345362,8.22077781012468e-05,2572.75739713899,7.83891057483124,1
2849,2582.44402731148,9.68663017249507,0.25753305841783,1.5994952449403e-05,2582.44402731148,7.86192181218261,1
2850,2591.73643577701,9.29240846552717,0.26313792949247,2.4240508892555e-05,2591.73643577701,7.87195411468384,1
2851,2599.47222785463,7.7357920776193,0.285810029077788,0.000124872167931936,2599.47222785463,7.88626510414183,1
2852,2609.47417793126,10.0019500766314,0.234239599306329,1.06137435487428e-05,2609.47417793126,7.94921949072082,1
2853,2616.00526415751,6.53108622625032,0.233689000463795,0.000340583467007382,2616.00526415751,7.91239214057675,1
2854,2626.56627485428,10.5610106967693,0.28424795205381,7.3639134492863e-06,2626.56627485428,7.93404608816226,1
2855,2638.40988147934,11.8436066250573,0.175335517182699,1.25967031672269e-06,2638.40988147934,7.97685338486543,1
2856,2652.58132506242,14.1714435830791,0.0917788510507837,6.42928781416619e-08,2652.58132506242,8.02039640128491,1
2857,2661.62603155192,9.0447064895017,0.254412491177434,3.00242599623837e-05,2661.62603155192,8.02137168316075,1
2858,2671.4129862544,9.78695470247659,0.251584838238233,1.41339660201114e-05,2671.4129862544,8.05723494420288,1
2859,2678.97308281487,7.56009656047739,0.26641768441198,0.000138756977256505,2678.97308281487,8.0983068865789,1
2860,2685.52144582907,6.54836301419443,0.26417835658407,0.000378424557355239,2685.52144582907,8.11285473477089,1
